mibig_accession	organism_name	ncbi_tax_id	smiles	inchikey	no_stereo_inchikey	compound_name	molecular_formula
BGC0000463	Pseudomonas putida	303	CCCCCCCC(O)CC(NC(CC(C)C)C(NC(CCC(O)=O)C(NC(CCC(N)=O)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(CO1)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(CC(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(C(C)C)C1=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O	UBFQXDNOBHOEFV-UHFFFAOYSA-N	UBFQXDNOBHOEFV	xantholysin B	C83H144N18O23
BGC0000463	Pseudomonas putida	303	OC(CC(NC(CC(C)C)C(NC(CCC(O)=O)C(NC(CCC(N)=O)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(CO1)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(CC(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(C(CC)C)C1=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)C/C=C\CCCCCC	YBURQIMZBFFKPD-IZHYLOQSSA-N	YBURQIMZBFFKPD	xantholysin C	C86H148N18O23
BGC0000529	Microbispora corallina	83302	O=C(N[C@H](C(NC(C(N[C@H](C(N[C@H](C(N[C@H]([C@H](C)SC[C@@H](C(N[C@H]([C@H](O)C)C(N[C@@H](C(N1[C@H]2[C@@H](O)CC1)=O)CSC[C@H](NC([C@H](CC(N)=O)NC([C@H](NC(CNC(CNC(CNC2=O)=O)=O)=O)CSC[C@@H](C(N/C=C\SC3)=O)NC4=O)=O)=O)C(N[C@@H]3C(N[C@@H]4CC5=CC=CC=C5)=O)=O)=O)=O)NC6=O)C(N7[C@H](C(NC6)=O)CCC7)=O)=O)CSC8)=O)CC(C)C)=O)=C)=O)CC9=CNC%10=C9C=C(Cl)C=C%10)[C@@H]8NC(/C(NC([C@H](C(C)C)N)=O)=C/C)=O	MXXHBKLVTYBKIT-WCMIHIHVSA-N	MXXHBKLVTYBKIT	microbisporicin A2	C94H127ClN26O26S5
BGC0001142	Penicillium aethiopicum	36650	C[C@@H](C1=NC2=CC=CC=C2C(=O)N1[C@@H]3C[C@]4([C@H]5N(C6=CC=CC=C64)C(=O)C(N5O)(C)C)OC3=O)OC(=O)C	NWBIHDXUFYUNGB-LROXJONJSA-N	NWBIHDXUFYUNGB	tryptoquialanine	C27H26N4O7
BGC0001518	Aspergillus oryzae RIB40	510516	[H][C@@]12[C@@H](CC3=C(COC3=O)[C@@]1(COC(C)=O)CCC[C@]2(C)COC(C)=O)OC(=O)C1=CC=CC=C1	ISPOIRCRAAHBEV-GETZNYBYSA-N	ISPOIRCRAAHBEV	astellolide A	C26H30O8
BGC0000216	Dactylosporangium sp. SC14051	1239282	[H][C@]12C[C@@]3(O)[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C(=O)C1=C(C(Cl)=C(OC)C=C1O)[C@]2(C)O[C@H]1C[C@](C)(NO)[C@@H](OC)[C@H](C)O1	ZMMNIIAMYZOTAD-XKPXZWBCSA-N	ZMMNIIAMYZOTAD	dactylocycline A	C31H40ClN3O13
BGC0001662	Kitasatospora mediocidica	58352	CC(\C=C\CC\C=C\C=C\C=C(/C)C(O)=O)[C@@H](O)[C@H](C)[C@@H](O)\C=C\C=C\C=C\C=C\C=C\C=C\CC(OS(O)(=O)=O)C(C)C(=O)C[C@H](O)C[C@H](O)\C=C\C[C@H](O)C[C@H](O)C[C@@H](O)\C=C\C[C@H](O)C[C@@H](O)\C=C\C[C@H](O)C[C@H](O)CCCN	RDEZRSOXSQHNOU-XTQYLRKSSA-N	RDEZRSOXSQHNOU	mediomycin A	C62H97NO18S
BGC0000950	Streptomyces sp. DSM 5940	991132	CSCCC(C(NC(C(N/C=C1CC(C(N2C=CC(NC2=O)=O)O/1)O)=O)C(N(C(C3CC4=CC(O)=CC=C4CN3)=O)C)C)=O)NC(NC(C(O)=O)CC5=CC=CC(O)=C5)=O	XWORGFMCZJWEQG-XHPQRKPJSA-N	XWORGFMCZJWEQG	napsamycin A	C39H48N8O12S
BGC0000950	Streptomyces sp. DSM 5940	991132	CSCCC(C(NC(C(N/C=C1CC(C(N2C=CC(NC2=O)=O)O/1)O)=O)C(N(C(C3CC4=CC(O)=CC=C4C(N3)C)=O)C)C)=O)NC(NC(C(O)=O)CC5=CC=CC(O)=C5)=O	UTIFRWPUJPPZEZ-XHPQRKPJSA-N	UTIFRWPUJPPZEZ	napsamycin B	C40H50N8O12S
BGC0000950	Streptomyces sp. DSM 5940	991132	CSCCC(NC(=O)NC(CC1=CC=CC(O)=C1)C(O)=O)C(=O)NC(C(C)N(C)C(=O)C1CC2=CC(O)=CC=C2CN1)C(=O)N\C=C1\CC(O)C(O1)N1CCC(=O)NC1=O	MFEPAAMYDYMBSN-XHPQRKPJSA-N	MFEPAAMYDYMBSN	napsamycin C	C39H50N8O12S
BGC0000950	Streptomyces sp. DSM 5940	991132	CSCCC(NC(=O)NC(CC1=CC=CC(O)=C1)C(O)=O)C(=O)NC(C(C)N(C)C(=O)C1CC2=CC(O)=CC=C2C(C)N1)C(=O)N\C=C1\CC(O)C(O1)N1CCC(=O)NC1=O	AZGANZVUWUCOGH-XHPQRKPJSA-N	AZGANZVUWUCOGH	napsamycin D	C40H52N8O12S
BGC0000950	Streptomyces sp. DSM 5940	991132	CC([C@H](C(=O)N/C=C/1\CC(C(O1)N2CCC(=O)NC2=O)O)NC(=O)[C@H](CCSC)NC(=O)NC(CC3=CC(=CC=C3)O)C(=O)O)N(C)C(=O)[C@H](CC4=CC(=CC=C4)O)N	DXBJHRPKFQGVGZ-XGYRZULNSA-N	DXBJHRPKFQGVGZ	mureidomycin A	C38H50N8O12S
BGC0000950	Streptomyces sp. DSM 5940	991132	CC([C@H](C(=O)N/C=C/1\CC(C(O1)N2CCC(=O)NC2=O)O)NC(=O)[C@H](CCSC)NC(=O)NC(CC3=CC(=CC=C3)O)C(=O)O)N(C)C(=O)[C@H](CC4=CC(=CC=C4)O)N	DXBJHRPKFQGVGZ-XGYRZULNSA-N	DXBJHRPKFQGVGZ	mureidomycin B	C38H50N8O12S
BGC0001287	Streptomyces leeuwenhoekii	1437453	C[C@H]1\C=C\C=C/C(=O)NC2=C(C)C(=O)C3=C(C(O)=C(C)C(O)=C3C2=O)C(=O)\C(C)=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@H](C)[C@H](O)[C@H](C)[C@H]1O	OWRAZHDHNJAEKU-NMCWGSMOSA-N	OWRAZHDHNJAEKU	chaxamycin A	C35H45NO10
BGC0001287	Streptomyces leeuwenhoekii	1437453	C[C@H]1\C=C\C=C/C(=O)NC2=C(C)C(=O)C3=C(C(O)=C(C)C=C3C2=O)C(=O)\C(C)=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@H](C)[C@H](O)[C@H](C)[C@H]1O	YIELQFCSZNNHLS-AIGVRGBASA-N	YIELQFCSZNNHLS	chaxamycin B	C35H45NO9
BGC0001287	Streptomyces leeuwenhoekii	1437453	C[C@H]1\C=C\C=C/C(=O)NC2=C(C)C(=O)C3=C(C(O)=C(C)C(O)=C3C2=O)C(=O)\C(C)=C\[C@H](CO)[C@H](O)[C@@H](C)[C@@H](O)[C@H](C)[C@H](O)[C@H](C)[C@H]1O	DKNKXGMUDKSFMM-RRFXWELOSA-N	DKNKXGMUDKSFMM	chaxamycin C	C35H45NO11
BGC0001287	Streptomyces leeuwenhoekii	1437453	C[C@@H]1\C=C\C=C/C(=O)NC2=C(C)C(=O)C3=C4[C@H](O)[C@@](C)(OC4=C(C)C(O)=C3C2=O)O\C=C\[C@@H](O)[C@H](C)[C@H](OC(C)=O)[C@@H](C)[C@@H](O)[C@@H](C)[C@@H]1O	QWIHJIQXNOWSHR-MJYZFZDHSA-N	QWIHJIQXNOWSHR	chaxamycin D	C36H45NO12
BGC0000971	Streptomyces cinnabarigriseus	319633	[H][C@@]1(CCCC=C1)[C@H](O)[C@@]12NC(=O)[C@H](CCCCCC)[C@]1(C)OC2=O	KAZLTNBVAYOUNF-MUAMBBPCSA-N	KAZLTNBVAYOUNF	cinnabaramide A	C19H29NO4
BGC0000180	Legionella parisiensis	45071	OC1=C2C(=O)OC(\C=C\C=C\C3=CC=CC=C3)=CC2=CC=C1	IFFMOWIJJAFQJN-HINBXAKRSA-N	IFFMOWIJJAFQJN	legioliulin	C19H14O3
BGC0001040	Streptomyces rapamycinicus NRRL 5491	1343740	[H][C@@]12CC[C@@H](C)[C@@](O)(O1)C(=O)C(=O)N1CCCC[C@@]1([H])C(=O)O[C@@]([H])(CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C2)OC)[C@H](C)C[C@@H]1CC[C@@H](O)[C@@H](C1)OC	QFJCIRLUMZQUOT-HPLJOQBZSA-N	QFJCIRLUMZQUOT	rapamycin	C51H79NO13
BGC0001568	Streptomyces sp. SCSIO 1666	861528	CCC1(CC(C2=C(C3=C(C(=C2C1)O)C(=O)C4=C(C3=O)C=CC=C4O)O)OC5CC(C(C(O5)C)OC6CCC(C(O6)C)OC7CCC(C(O7)C)O)N(C)C)OC8CC(C(C(O8)C)O)N(C)C	LDUVDGXPXDRENL-UHFFFAOYSA-N	LDUVDGXPXDRENL	cytorhodin	C48H68N2O15
BGC0001642	Fusarium fujikuroi IMI 58289	1279085	CC1(CC2C1CCC(C3C2(CC3)C)(C)O)C	CPLGPDHGFNXBOA-UHFFFAOYSA-N	CPLGPDHGFNXBOA	koraiol	C15H26O
BGC0001037	Aspergillus fumigatus Af293	330879	CC\C=C/[C@H](O)[C@H](O)C1=C(C)C(=O)[C@@]2(O1)C(O)[C@](NC2=O)(OC)C(=O)C1=CC=CC=C1	SLYDIPAXCVVRNY-BBJHAQHQSA-N	SLYDIPAXCVVRNY	pseurotin	C22H25NO8
BGC0001037	Aspergillus fumigatus Af293	330879	CC\C=C\C=C\C1=C(C)C(=O)[C@@]2(O1)[C@@H](O)[C@](O)(CC1=CC=CC=C1)NC2=O	QLKGRMRPKQNCRR-XXPFWKOGSA-N	QLKGRMRPKQNCRR	azaspirene	C21H23NO5
BGC0000816	Malbranchea aurantiaca	78605	CC1(C)[C@@H]2C[C@]34CCCN3C[C@@]2(CC2=C1NC1=CC(Cl)=CC=C21)NC4=O	DXPVAKSJZFQGSS-DQLDELGASA-N	DXPVAKSJZFQGSS	malbrancheamide A	C21H24ClN3O
BGC0000037	Aspergillus nidulans FGSC A4	227321	CC1=C(C=C2C(=C1OC)CNC2=O)O	ICZVDXDXJQCDOJ-UHFFFAOYSA-N	ICZVDXDXJQCDOJ	cichorine	C10H11NO3
BGC0001512	Streptomyces sp.	1931	CC1=CC(O)=CC2=C1C1OC(C)(CC3=C1C(O)=C1C(=O)C4=C(C=C(O)C=C4O)C(C)(C)C1=C3)O2	MDUGEFRGUDVHQH-UHFFFAOYSA-N	MDUGEFRGUDVHQH	BE-24566B	C27H24O7
BGC0000307	Aureobasidium pullulans	5580	[H][C@@](C)(CC)[C@]1([H])NC(=O)[C@]2([H])CCCN2C(=O)[C@]([H])(CC2=CC=CC=C2)N(C)C(=O)[C@]([H])(CC2=CC=CC=C2)NC(=O)[C@]([H])(C(C)C)N(C)C(=O)[C@]([H])(OC(=O)[C@@]([H])(N(C)C(=O)[C@]([H])(CC(C)C)NC(=O)[C@]([H])(C(C)C)N(C)C1=O)C(C)(C)O)[C@@]([H])(C)CC	RLMLFADXHJLPSQ-QLLGQPFOSA-N	RLMLFADXHJLPSQ	AbT1	C60H92N8O11
BGC0000103	Mycobacterium ulcerans Agy99	362242	C[C@@H](O)C[C@@H](O)[C@H](C)\C=C(/C)C[C@H](C)[C@H]1C\C=C(C)/C[C@H](C)[C@H](CCCC(=O)O1)OC(=O)\C=C\C(\C)=C\C(\C)=C\C=C\C(\C)=C\[C@H](O)[C@@H](O)C[C@H](C)O	WKTLNJXZVDLRTJ-PCNYYULESA-N	WKTLNJXZVDLRTJ	mycolactone B	C44H70O9
BGC0000936	Pseudomonas aeruginosa PAO1	208964	CN1C2=CC=CC=C2N=C2C(=O)C=CC=C12	YNCMLFHHXWETLD-UHFFFAOYSA-N	YNCMLFHHXWETLD	pyocyanine	C13H10N2O
BGC0001057	Fusarium graminearum	5518	C[C@H]1CCCC(=O)CCC/C=C/C2=CC(=CC(=C2C(=O)O1)O)O	MBMQEIFVQACCCH-QBODLPLBSA-N	MBMQEIFVQACCCH	zearalenone	C18H22O5
BGC0001759	Amycolatopsis sp.	37632	C[C@@H]1[C@H](/C=C/O[C@@]2(C(=O)C3=C(O2)C(=C(C4=C3C(=C(C5=C4O[C@@](/C=C\C=C(\[C@H]([C@H]([C@H]([C@H]([C@@H]1OC(=O)C)C)O)C)O)/C)(C(=O)N5)C)O)O)O)C)C)OC	SMMZRVDPJAUUOF-XAHJNJQSSA-N	SMMZRVDPJAUUOF	rifamorpholine A	C37H45NO13
BGC0001759	Amycolatopsis sp.	37632	C[C@@H]1[C@H](/C=C/O[C@@]2(C(=O)C3=C(O2)C(=C(C4=C5C(=CC(=C43)O)NC(=O)[C@@](O5)(CC(=O)[C@@H]6C[C@@H]6[C@@H]([C@H]([C@H]([C@H]([C@@H]1O)C)O)C)O)C)O)C)C)OC	GKYCCWMDDPZEIY-BATNRZTISA-N	GKYCCWMDDPZEIY	rifamorpholine B	C35H43NO12
BGC0001759	Amycolatopsis sp.	37632	C[C@@H]1[C@H](/C=C/O[C@@]2(C(=O)C3=C(O2)C(=C(C4=C5C(=CC(=C43)O)NC(=O)[C@@](O5)(CC(=O)[C@@H]6C[C@@H]6[C@@H]([C@H]([C@H]([C@H]([C@@H]1OC(=O)C)C)O)C)O)C)O)C)C)OC	YGKOWXWMOFTQTG-VWQQNYFNSA-N	YGKOWXWMOFTQTG	rifamorpholine C	C37H45NO13
BGC0001759	Amycolatopsis sp.	37632	C[C@@H]1[C@H](/C=C/O[C@@]2(C(=O)C3=C(O2)C(=C(C4=C3C(=C(C5=C4O[C@@](CC(=O)[C@@H]6C[C@@H]6[C@@H]([C@H]([C@H]([C@H]([C@@H]1O)C)O)C)O)(C(=O)N5)C)O)O)O)C)C)OC	FTAYPCXSKPQUML-SOWPABPFSA-N	FTAYPCXSKPQUML	rifamorpholine D	C35H43NO13
BGC0001759	Amycolatopsis sp.	37632	C[C@@H]1[C@H](/C=C/O[C@@]2(C(=O)C3=C(O2)C(=C(C4=C3C(=C(C5=C4O[C@@](CC(=O)[C@@H]6C[C@@H]6[C@@H]([C@H]([C@H]([C@H]([C@@H]1OC(=O)C)C)O)C)O)(C(=O)N5)C)O)O)O)C)C)OC	RHXMWIQQZOYJPX-HLPMTTABSA-N	RHXMWIQQZOYJPX	rifamorpholine E	C37H45NO14
BGC0001066	Streptomyces violaceoruber	1935	[H][C@]12CC[C@H](C)\C=C(C)\C[C@@H](C)C[C@H](C)[C@]3(O)OC4=C(C)C(=O)C(O)=C(C4=C3)[C@]([H])(O1)[C@H](C)[C@@H](O)[C@H]2C	HKLDUJXJTQJSEJ-OLXNOMCWSA-N	HKLDUJXJTQJSEJ	kendomycin	C29H42O6
BGC0000837	Aliivibrio fischeri ES114	312309	CC1=C(O)C(C)=CC(/C=C/C=C/C=C/C=C/C=C/C=C/C(OC)=O)=C1	FJZUHVAAANRIMP-MOVKVLISSA-N	FJZUHVAAANRIMP	APE Vf	C22H24O3
BGC0000408	Paenibacillus polymyxa	1406	CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC2=CC=CC=C2)CC(C)C)CCN)CCN)C(C)O.OS(=O)(=O)O	HFMDLUQUEXNBOP-UHFFFAOYSA-N	HFMDLUQUEXNBOP	polymyxin	C56H100N16O17S
BGC0001366	Streptomyces sp. FJS31-2	1840610	CC1=CC(O)=CC2=C1C1OC(C)(CC3=C1C(O)=C1C(=O)C4=C(C=C(O)C=C4O)C(C)(C)C1=C3)O2	MDUGEFRGUDVHQH-UHFFFAOYSA-N	MDUGEFRGUDVHQH	BE-24566B	C27H24O7
BGC0001366	Streptomyces sp. FJS31-2	1840610	CC1=CC(O)=C(Cl)C2=C1C1OC(C)(CC3=C1C(O)=C1C(=O)C4=C(C(Cl)=C(O)C=C4O)C(C)(C)C1=C3)O2	JZTJQNQPTZNAOD-UHFFFAOYSA-N	JZTJQNQPTZNAOD	zunyimycin A	C27H22Cl2O7
BGC0001527	Gelatoporia subvermispora	42742	CC(=O)N(O)CCCC(N)C(=O)NC(CCCN(O)C(C)=O)C(=O)NC(CCCN(O)C(C)=O)C(=O)O	URZSBXLQDOXBNC-UHFFFAOYSA-N	URZSBXLQDOXBNC	basidioferrin	C21H38N6O10
BGC0001560	Moorea producens JHB	1454205	CC(C)[C@@H](/C=C(\C)/C(=O)O)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CO)N=C(N)N	FUCBQNSQRCPSGC-BOUYHWOHSA-N	FUCBQNSQRCPSGC	cryptomaldamide	C18H33N5O5
BGC0000172	Brevibacillus laterosporus PE36	1399144	CC[C@@H](C)[C@H](OC(=O)\C=C\C1=CC=CC=C1)[C@H](C)[C@H](O)C\C=C\C=C/C(N)=O	QAHZDGAHECEVRM-HXKCHMFGSA-N	QAHZDGAHECEVRM	basiliskamide A	C23H31NO4
BGC0000172	Brevibacillus laterosporus PE36	1399144	CC[C@@H](C)[C@H](O)[C@H](C)[C@@H](C\C=C\C=C/C(N)=O)OC(=O)\C=C\C1=CC=CC=C1	HCZNVGHFFHRIFM-HXKCHMFGSA-N	HCZNVGHFFHRIFM	basiliskamide B	C23H31NO4
BGC0000213	Streptomyces aureus	193461	O=C(NC1=C[C@](/C=C/C=C/C=C/C=C/C(NC2=C(O)CCC2=O)=O)(O)C3C(O3)C1=O)/C=C/C=C/C=C/C=C\C=C\C	UQUWECQGNYCQSQ-MRNGIOIPSA-N	UQUWECQGNYCQSQ	colabomycin E	C32H32N2O7
BGC0000079	Streptomyces antibioticus	1890	CC[C@H]1CC[C@@H]2[C@@H]1C=C[C@H]([C@H]2C(=O)C3=CC=CN3)/C=C/C=C(\CC)/[C@H]4[C@H](CC[C@@H](O4)[C@@H](C)C(=O)O)C	BAIPOTOKPGDCHA-MWBHXQFBSA-N	BAIPOTOKPGDCHA	X-14547	C31H43NO4
BGC0000001	Verrucosispora maris AB-18-032	263358	CC1C[C@]23OC(=O)C4=C2OC1C(O)C3\C=C/C(=O)[C@@H](C)C[C@@H](C)C4=O	FNEADFUPWHAVTA-PPDYZMKSSA-N	FNEADFUPWHAVTA	abyssomicin C	C19H22O6
BGC0000001	Verrucosispora maris AB-18-032	263358	CC1CC23OC(=O)C4=C2OC1C(O)C3\C=C/C(=O)C(C)CC(C)C4=O	FNEADFUPWHAVTA-PLNGDYQASA-N	FNEADFUPWHAVTA	atrop-abyssomicin C	C19H22O6
BGC0001481	Fusarium fujikuroi IMI 58289	1279085	C[C@H]1CCC([C@@]12CCC(=CC2)C)C(C)(C)O	XDVDHFJMCJWDPI-YOYPFHDYSA-N	XDVDHFJMCJWDPI	α-acorenol	C15H26O
BGC0000127	Pseudomonas protegens Pf-5	220664	OC1=CC=CC(O)=C1C(=O)C1=CC(Cl)=C(Cl)N1	JPGWTZORMBTNMF-UHFFFAOYSA-N	JPGWTZORMBTNMF	pyoluteorin	C11H7Cl2NO3
BGC0000005	Aspergillus parasiticus	5067	COC1=C2C3=C(C(=O)OCC3)C(=O)OC2=C4C5C=COC5OC4=C1	XWIYFDMXXLINPU-UHFFFAOYSA-N	XWIYFDMXXLINPU	aflatoxin	C17H12O7
BGC0001808	Streptomyces diastatochromogenes	42236	NC1=NC=NC2=C1C(=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)C#N	XOKJUSAYZUAMGJ-WOUKDFQISA-N	XOKJUSAYZUAMGJ	toyocamycin	C12H13N5O4
BGC0000041	Pseudomonas syringae	317	[H][C@]12CCC(=O)[C@@]1([H])C[C@@H](CC)C=C2C(O)=O	ONMAUQRMJXNSCG-VGMNWLOBSA-N	ONMAUQRMJXNSCG	oronofacic acid	C12H16O3
BGC0000452	Brevibacillus brevis NBRC 100599	358681	CC(C)C[C@H]1C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN)C(C)C)CC3=CC=C(C=C3)O)CCC(=O)N)CC(=O)N)CC4=CC=CC=C4)CC5=CC=CC=C5)CC6=CC=CC=C6	GSXRBRIWJGAPDU-BBVRJQLQSA-N	GSXRBRIWJGAPDU	tyrocidine	C66H87N13O13
BGC0000742	Streptococcus agalactiae	1311	CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)NC(=O)C)OC[C@@H]4[C@H]([C@@H]([C@H]([C@H](O4)O[C@H]5[C@H](O[C@H]([C@@H]([C@H]5O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O[C@@H]7[C@H](O[C@H]([C@@H]([C@H]7O)O)O)CO)CO)O)O)O)CO)CO)O)O	NOVHANKYCIGDMV-KSYJWRBWSA-N	NOVHANKYCIGDMV	capsular polysaccharide	C49H82N2O39
BGC0001157	Streptomyces scabiei 87.22	680198	CC1CCN2C1C(=O)NC(C(=O)NC(C(=NCC2=O)NC(C(=O)NC(C(C)C3=CC=CC=C3)C(=O)NC(CC(=O)OC)C4=NC=CS4)C(C)(C)C)C(C)(C)C)C(C)C	KSIZLOPUXFSFNR-UHFFFAOYSA-N	KSIZLOPUXFSFNR	bottromycin A2	C42H62N8O7S
BGC0000459	Streptomyces griseoviridis	45398	[H][C@@]12CS\C(=C/C[C@@H](C)OC1=O)C(=O)NC\C=C\C=C\[C@@H](O)C[C@H](O)CC1=NC(=CO1)C(=O)N2	UXWOXTQWVMFRSE-PUXWVVMRSA-N	UXWOXTQWVMFRSE	griseoviridin	C22H27N3O7S
BGC0000459	Streptomyces griseoviridis	45398	[H][C@]12C[C@@H](O)CN1C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](NC(=O)C1=NC=CC=C1O)[C@@H](C)OC(=O)[C@H](N(C)C(=O)[C@H](C)NC(=O)[C@H](C(C)C(C)C)N(C)C(=O)CN(C)C2=O)C1=CC=CC=C1	SATIISJKSAELDC-AHJOMIGRSA-N	SATIISJKSAELDC	fijimycin A	C44H62N8O11
BGC0000436	Rhizobium sp. AP16	1144306	CC(C)C(NC(=O)NC(C(C)C)C(=O)NC1\C=C/CCNC(=O)\C=C/C(NC1=O)C(C)C)C(O)=O	RUWSLQOIGKYPEZ-MNAJIYKBSA-N	RUWSLQOIGKYPEZ	syringolin A	C24H39N5O6
BGC0001802	Streptomyces malaysiense	1428626	C(C(C)=O)(NC(C(C)C)C(NC(CCSC)C(NC(C(NC(C(NC(C(NC(C(NC1C(=O)NC(C(NC(C)C(=O)NC(CC2C=CC=CC=2)C(NC(C(O)C2N(C)C=[N+](C)C=2)C(=O)NC=CSC1C)=O)=O)C(C)C)=O)C)=S)C)=S)C)=O)C)=S)=S)=O	FRMXVRMEEBFTBC-UHFFFAOYSA-O	FRMXVRMEEBFTBC	thioholgamide A	C56H85N14O10S6+
BGC0001802	Streptomyces malaysiense	1428626	C(C(C)=O)(NC(C(C)C)C(NC(CCS(=O)C)C(NC(C(NC(C(NC(C(NC(C(NC1C(=O)NC(C(NC(C)C(=O)NC(CC2C=CC=CC=2)C(NC(C(O)C2N(C)C=[N+](C)C=2)C(=O)NC=CSC1C)=O)=O)C(C)C)=O)C)=S)C)=S)C)=O)C)=S)=S)=O	ZKVMUPABRRWKON-UHFFFAOYSA-O	ZKVMUPABRRWKON	thioholgamide B	C56H85N14O11S6+
BGC0000711	Streptomyces fradiae	1906	C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N	PGBHMTALBVVCIT-VCIWKGPPSA-N	PGBHMTALBVVCIT	neomycin	C23H46N6O13
BGC0000683	Streptomyces avermitilis MA-4680 = NBRC 14893	227882	[H][C@@]12CC[C@]3(C)[C@@H](O)CC[C@@H](C)[C@@]3([H])[C@]1([H])C2(C)C	BLGPPSRDEKNCLT-CDWXYHGHSA-N	BLGPPSRDEKNCLT	avermitilol	C15H26O
BGC0000361	Aspergillus fumigatus Af293	330879	CN1C(=O)[C@]23CC4=CC=C[C@H](O)[C@@H]4N2C(=O)[C@@]1(CO)SS3	FIVPIPIDMRVLAY-HIAZDOBYSA-N	FIVPIPIDMRVLAY	gliotoxin	C13H14N2O4S2
BGC0000361	Aspergillus fumigatus Af293	330879	CN1C(=O)[C@@]2(CC3=CC=C[C@@H]([C@H]3N2C(=O)[C@@]1(CO)SC)O)SC	OVBAGMZLGLXSBN-UOVKNHIHSA-N	OVBAGMZLGLXSBN	bisdethiobis(methylthio)gliotoxin	C15H20N2O4S2
BGC0001084	Aspergillus sp. MF297-2	877550	CC1(C)[C@@H]2C[C@]34CCCN3C(=O)[C@@]2(C[C@@]11C(=O)N(O)C2=C1C=CC1=C2C=CC(C)(C)O1)NC4=O	KGCIBVDLLPYXFL-OFVWMMNVSA-N	KGCIBVDLLPYXFL	notoamide A	C26H29N3O5
BGC0000104	Penicillium brevicompactum	5074	COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C	HPNSFSBZBAHARI-RUDMXATFSA-N	HPNSFSBZBAHARI	mycophenolic acid	C17H20O6
BGC0000885	Streptomyces murayamaensis	224537	NC(=O)C1=CC(N=O)=C(O)C=C1	GUWUNALKOAAXJC-UHFFFAOYSA-N	GUWUNALKOAAXJC	4-hydroxy-3-nitrosobenzamide	C7H6N2O3
BGC0000019	Streptomyces eurythermus	42237	CCC1C(C2C(O2)(/C=C/C(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC3CC(C(C(O3)C)OC4CC(C(C(O4)C)O)(C)O)N(C)C)CC=O)C)C)COC5C(C(C(C(O5)C)O)OC)OC	KZXDKUWSAVUSKI-JQIJEIRASA-N	KZXDKUWSAVUSKI	angolamycin	C46H77NO17
BGC0000848	Streptomyces griseus subsp. griseus NBRC 13350	455632	CC(C)CCCCC(=O)C1[C@@H](COC1=O)CO	REAWNMHCBIUKLZ-RWANSRKNSA-N	REAWNMHCBIUKLZ	A-factor	C13H22O4
BGC0001799	Papaver somniferum	3469	CN1CC[C@]23[C@@H]4C(=CC=C2[C@H]1CC5=C3C(=C(C=C5)OC)O4)OC	FQXXSQDCDRQNQE-VMDGZTHMSA-N	FQXXSQDCDRQNQE	thebaine	C19H21NO3
